name,x.mni,y.mni,z.mni,lobe,hemi,index,network
Cont_Temp.R2,57.20775223,-41.94693375,-11.08988857,Frontal,R,339,Frontoparietal
Cont_PFCv.R1,28.33734131,22.9953804,-5.31363678,Temporal,R,340,Frontoparietal
Cont_PFCl.R1,27.30940628,51.19367599,-11.36176968,Frontal,R,341,Frontoparietal
Cont_PFCl.R2,39.55370331,45.74637604,-3.864553928,Occipital,R,342,Frontoparietal
Cont_PFCl.R3,26.65636635,48.8789978,1.349510431,Occipital,R,343,Frontoparietal
Cont_PFCl.R4,44.71417999,35.656147,5.219477654,Frontal,R,344,Frontoparietal
Cont_PFCl.R5,38.46017838,42.95114899,15.06028557,Temporal,R,345,Frontoparietal
Cont_PFCl.R6,44.20032883,27.6285553,14.25508881,Temporal,R,346,Frontoparietal
Cont_PFCl.R7,41.2447052,19.25470924,19.66628647,Parietal,R,347,Frontoparietal
Cont_PFCl.R8,22.89362144,49.68758011,21.52229118,Frontal,R,348,Frontoparietal
Cont_PFCl.R9,46.67387772,25.97356796,28.9014492,Frontal,R,349,Frontoparietal
Cont_PFCl.R10,32.7925415,10.79033184,31.19659805,Occipital,R,350,Frontoparietal
Cont_PFCl.R11,34.31702805,28.63984108,33.75411224,Frontal,R,351,Frontoparietal
Cont_PFCl.R12,41.19113922,19.9908123,40.78525543,Insula,R,352,Frontoparietal
Cont_PFCl.R13,38.97255707,6.664853573,46.33972168,Temporal,R,353,Frontoparietal
Cont_PFCl.R14,35.11260986,14.92664337,51.71289825,Parietal,R,354,Frontoparietal
Cont_PFCl.R15,20.75627136,9.416513443,52.05696869,Temporal,R,355,Frontoparietal
Cont_pCun.R1,12.24779224,-68.82446289,38.02072525,Parietal,R,356,Frontoparietal
Cont_pCun.R2,8.949847221,-62.91818237,43.9887085,Parietal,R,357,Frontoparietal
Cont_Cing.R1,8.077958107,-24.5275631,29.2400322,Occipital,R,358,Frontoparietal
Cont_Cing.R2,7.558995247,2.635337591,31.31963539,Temporal,R,359,Frontoparietal
Cont_PFCmp.R1,14.68272114,32.30902481,22.61561012,Cingulate,R,360,Frontoparietal
Cont_PFCmp.R2,8.787750244,25.92915726,45.99579239,Frontal,R,361,Frontoparietal
Default_Par.R1,43.74498367,-48.67294312,16.79966164,Insula,R,362,Default.Mode
Default_Par.R2,38.36945724,-66.03419495,20.22440529,Parietal,R,363,Default.Mode
Default_Par.R3,46.48497391,-58.03013229,23.83974266,Frontal,R,364,Default.Mode
Default_Par.R4,52.7886467,-50.35176849,26.57659531,Frontal,R,365,Default.Mode
Default_Par.R5,41.25071335,-64.82871246,39.51103973,Parietal,R,366,Default.Mode
Default_Temp.R1,53.94704437,4.740747452,-32.00305939,Frontal,R,367,Default.Mode
Default_Temp.R2,60.39090729,-13.38356304,-23.52466393,Frontal,R,368,Default.Mode
Default_Temp.R3,50.57773972,13.78622627,-20.73015022,Frontal,R,369,Default.Mode
Default_Temp.R4,48.46565628,-8.819691658,-16.89669609,Occipital,R,370,Default.Mode
Default_Temp.R5,61.55901337,-29.55198669,-10.66470528,Parietal,R,371,Default.Mode
Default_Temp.R6,44.80340576,-25.92709351,-6.928821564,Temporal,R,372,Default.Mode
Default_Temp.R7,60.31126785,-43.1379509,-3.19041872,Frontal,R,373,Default.Mode
Default_Temp.R8,44.33786774,-37.33189774,1.433718681,Parietal,R,374,Default.Mode
Default_PFCv.R1,28.63617897,21.83744431,-15.95584679,Occipital,R,375,Default.Mode
Default_PFCv.R2,32.56908035,34.98468781,-6.986595154,Insula,R,376,Default.Mode
Default_PFCv.R3,47.61376953,32.45015717,-6.939672947,Occipital,R,377,Default.Mode
Default_PFCv.R4,52.32733154,22.46581841,8.721860886,Frontal,R,378,Default.Mode
Default_PFCdPFCm.R1,8.514064789,36.9432373,-12.74102783,Occipital,R,379,Default.Mode
Default_PFCdPFCm.R2,10.1160984,66.02264404,-0.663351059,Parietal,R,380,Default.Mode
Default_PFCdPFCm.R3,8.912380219,40.59499359,2.718574047,Temporal,R,381,Default.Mode
Default_PFCdPFCm.R4,10.05569553,51.03051376,11.49652576,Frontal,R,382,Default.Mode
Default_PFCdPFCm.R5,15.3108263,59.48619461,14.49867725,Frontal,R,383,Default.Mode
Default_PFCdPFCm.R6,7.524453163,23.00112915,19.34677124,Insula,R,384,Default.Mode
Default_PFCdPFCm.R7,7.275273323,55.55988693,28.47033119,Temporal,R,385,Default.Mode
Default_PFCdPFCm.R8,17.66492653,48.54555893,32.31002045,Frontal,R,386,Default.Mode
Default_PFCdPFCm.R9,7.354850769,43.57811737,38.52787781,Frontal,R,387,Default.Mode
Default_PFCdPFCm.R10,24.01873207,29.40534973,34.7480011,Parietal,R,388,Default.Mode
Default_PFCdPFCm.R11,11.9318409,38.69329071,48.15987396,Temporal,R,389,Default.Mode
Default_PFCdPFCm.R12,20.98999786,18.51758194,46.53305054,Temporal,R,390,Default.Mode
Default_PFCdPFCm.R13,12.4325695,17.91838455,58.97982025,Frontal,R,391,Default.Mode
Default_pCunPCC.R1,11.64361763,-54.83315277,15.60711956,Insula,R,392,Default.Mode
Default_pCunPCC.R2,8.601849556,-44.2327652,21.95083618,Frontal,R,393,Default.Mode
Default_pCunPCC.R3,14.4810915,-62.30150223,28.60285378,Temporal,R,394,Default.Mode
Default_pCunPCC.R4,7.541275978,-50.58402252,24.65734482,Occipital,R,395,Default.Mode
Default_pCunPCC.R5,6.297602654,-62.81417084,33.0154686,Insula,R,396,Default.Mode
Default_pCunPCC.R6,9.614456177,-38.76507187,35.76348495,Parietal,R,397,Default.Mode
Default_pCunPCC.R7,4.238538265,-18.75592232,37.66417694,Temporal,R,398,Default.Mode
Default_pCunPCC.R8,14.09098816,-52.58197021,36.27296066,Temporal,R,399,Default.Mode
Default_pCunPCC.R9,9.420341492,-49.86585617,46.34524536,Temporal,R,400,Default.Mode
